"return_id","order__order_id","product__product_id","customer__customer_id","return_unit_cost","return_unit_quantity","wdf__client_id","return_unit_paid_amount","date","return_date"
"R-OS7YU94E","O-QNJIALS7","P-Z1MH6RU4","C-AOE7ZHJI","131.35","10","merchant__bigboxretailer","640.84","2022-05-13 15:28:05","2022-05-13 15:28:05"
"R-I8PPRGBB","O-QNJIALS7","P-4CG2IOLF","C-AOE7ZHJI","37.03","10","merchant__bigboxretailer","445.94","2022-05-13 15:29:14","2022-05-13 15:29:14"
"R-512PR94K","O-VEBN74X1","P-XK8I8GS4","C-CW7LHBQZ","253.6","1","merchant__bigboxretailer","312.75","2022-05-13 19:06:45","2022-05-13 19:06:45"
"R-BSOZRAS3","O-RQDYS0NT","P-TB2IC3IY","C-8UHGEMN7","143.07","1","merchant__clothing","688.71","2022-05-14 03:17:57","2022-05-14 03:17:57"
"R-I6QJL1N1","O-JHC0L1GG","P-HNI2QR67","C-2OUVX5FO","187.67","4","merchant__bigboxretailer","346.56","2022-05-14 03:37:49","2022-05-14 03:37:49"
"R-E6AK436H","O-BVHRARA8","P-UUC7BMGK","C-MODVG71B","80.48","7","merchant__clothing","400.72","2022-05-14 10:07:29","2022-05-14 10:07:29"
"R-ODSRIA2O","O-5BAET9FL","P-9NRU3SVM","C-G4MLAH25","431.88","2","merchant__bigboxretailer","534.23","2022-05-14 12:48:27","2022-05-14 12:48:27"
"R-C56WBPQV","O-O1TZZGE7","P-R7M1D68U","C-GG11IM79","295.72","6","merchant__bigboxretailer","329.24","2022-05-14 12:59:49","2022-05-14 12:59:49"
"R-IFO43BSF","O-8DWLKMQH","P-I1EK2RA1","C-2G2DBOYI","227.17","5","merchant__electronics","415.16","2022-05-14 15:09:17","2022-05-14 15:09:17"
"R-159SN4H3","O-Q0HM61I2","P-WJ02AIHW","C-R6QP7HQR","146.98","10","merchant__electronics","305.21","2022-05-14 15:10:03","2022-05-14 15:10:03"
"R-YI6ON626","O-44P90HNM","P-EHKJYGAL","C-SO9Z3ZVH","806.69","10","merchant__electronics","747.94","2022-05-14 15:28:32","2022-05-14 15:28:32"
"R-LMTAHIO6","O-QNJIALS7","P-IATI6E7C","C-AOE7ZHJI","191.31","9","merchant__bigboxretailer","374.89","2022-05-14 16:03:38","2022-05-14 16:03:38"
"R-70LSB7GV","O-X5LY5J19","P-QQ2OV12P","C-ZIUJSZ4J","744.3","3","merchant__bigboxretailer","974.28","2022-05-14 17:55:54","2022-05-14 17:55:54"
"R-6E2KUF4U","O-YGNMWEBW","P-HNI2QR67","C-IYX541VJ","236.85","8","merchant__bigboxretailer","439.77","2022-05-14 18:26:06","2022-05-14 18:26:06"
"R-QXO4H7VR","O-70YXKJP6","P-3QEYGQT6","C-OACBTM4J","6.43","10","merchant__electronics","23.99","2022-05-14 18:31:08","2022-05-14 18:31:08"
"R-W1YJNCDR","O-4ZKNNH05","P-WJ02AIHW","C-UHSN45XW","35.24","6","merchant__electronics","332.08","2022-05-14 18:37:00","2022-05-14 18:37:00"
"R-22IG6B4U","O-0XM8L6A6","P-6GC7XGPK","C-6KIHX8YQ","12.54","10","merchant__bigboxretailer","74.49","2022-05-14 18:45:37","2022-05-14 18:45:37"
"R-GT7BJG0H","O-BE4ICH5E","P-2PS6UREM","C-ZGTHZ5RJ","22.76","2","merchant__electronics","21.8","2022-05-14 19:06:26","2022-05-14 19:06:26"
"R-1S7A5YPU","O-44P90HNM","P-4CG2IOLF","C-SO9Z3ZVH","297.45","8","merchant__electronics","731.85","2022-05-14 20:43:51","2022-05-14 20:43:51"
"R-WYU43JXC","O-8JDKM8GO","P-XSZP9R64","C-IPT0JUCS","78.23","9","merchant__bigboxretailer","751.91","2022-05-14 20:48:58","2022-05-14 20:48:58"
"R-YHKLKY00","O-XX07LWO9","P-4CG2IOLF","C-UA3ZFTSD","581.42","2","merchant__electronics","576.49","2022-05-15 02:59:58","2022-05-15 02:59:58"
"R-7AJ2AM1U","O-3J37Q4X4","P-2PS6UREM","C-ZI2AS61E","385.79","6","merchant__electronics","469.88","2022-05-15 04:46:58","2022-05-15 04:46:58"
"R-68VNW35M","O-Z3R4XELT","P-2QFHKAZC","C-97J7P7Z3","94.89","9","merchant__clothing","60.64","2022-05-15 06:56:31","2022-05-15 06:56:31"
"R-94E4BWDH","O-G54N0BI1","P-Z59F8USY","C-9INF92T1","88.76","6","merchant__electronics","172.58","2022-05-15 07:14:43","2022-05-15 07:14:43"
"R-VBUU1KK2","O-ZGBTI7UJ","P-1DCQEQ1D","C-WZQ4I84L","42.55","2","merchant__bigboxretailer","50.36","2022-05-15 12:42:56","2022-05-15 12:42:56"
"R-PHAKT4CF","O-8JDKM8GO","P-QTCC1QZX","C-IPT0JUCS","78.5","4","merchant__bigboxretailer","227.17","2022-05-15 19:06:08","2022-05-15 19:06:08"
"R-STSQFBMP","O-YGNMWEBW","P-ZAU2W3Z9","C-IYX541VJ","123.71","3","merchant__bigboxretailer","507.36","2022-05-15 19:15:35","2022-05-15 19:15:35"
"R-F22F9CNO","O-O2LAW0JP","P-4CG2IOLF","C-4X1YAMY6","207.85","10","merchant__bigboxretailer","168.57","2022-05-15 20:32:10","2022-05-15 20:32:10"
"R-LLRSQCJ2","O-AR0KZV1G","P-BZG799N1","C-AJCY41ZC","352.27","10","merchant__electronics","512.57","2022-05-15 21:46:41","2022-05-15 21:46:41"
"R-Q219QIZY","O-P8QR476Z","P-YHQL78FM","C-G7G3J0DE","662.21","8","merchant__bigboxretailer","475.87","2022-05-16 09:53:21","2022-05-16 09:53:21"
"R-621LAMOC","O-MGLONM2D","P-KODMDODH","C-BTEPIRJ1","827.9","4","merchant__bigboxretailer","692.02","2022-05-16 10:24:04","2022-05-16 10:24:04"
"R-F22RDVM4","O-T4G1BU9I","P-KODMDODH","C-ZAJ64INW","230.0","7","merchant__bigboxretailer","220.33","2022-05-16 11:49:13","2022-05-16 11:49:13"
"R-HOW59X11","O-9HBHVGC0","P-KTIPZKCX","C-SQ4J2C39","119.95","5","merchant__electronics","156.17","2022-05-16 13:07:39","2022-05-16 13:07:39"
"R-B8B7ZEQ1","O-UFSTOG6P","P-KODMDODH","C-U43IIL94","129.6","3","merchant__electronics","197.38","2022-05-16 13:17:17","2022-05-16 13:17:17"
"R-5778HZOI","O-YGNMWEBW","P-VOEIYK0G","C-IYX541VJ","185.4","3","merchant__bigboxretailer","312.87","2022-05-16 14:19:21","2022-05-16 14:19:21"
"R-WW3LNUUU","O-CLOYWPEX","P-B01VWS38","C-HQU4XGN2","357.3","5","merchant__electronics","579.5","2022-05-16 15:00:41","2022-05-16 15:00:41"
"R-80FY7BFK","O-O2LAW0JP","P-XLCOJWPX","C-4X1YAMY6","105.74","5","merchant__bigboxretailer","126.68","2022-05-16 15:10:32","2022-05-16 15:10:32"
"R-BNN4MWOW","O-EPU5PQRE","P-HNI2QR67","C-AIUEEO9D","39.77","9","merchant__bigboxretailer","69.21","2022-05-16 16:11:00","2022-05-16 16:11:00"
"R-BNCV29NV","O-44P90HNM","P-3QEYGQT6","C-SO9Z3ZVH","230.53","8","merchant__electronics","269.23","2022-05-16 19:53:41","2022-05-16 19:53:41"
"R-1DL7WCTH","O-EFV4AYZG","P-XK8I8GS4","C-KQ263R1T","297.75","1","merchant__bigboxretailer","251.06","2022-05-16 20:15:49","2022-05-16 20:15:49"
"R-IUI5A1PG","O-QGZBE2DH","P-IW00QT67","C-1QNWSNR4","351.3","7","merchant__bigboxretailer","347.09","2022-05-16 21:01:41","2022-05-16 21:01:41"
"R-RR316VPI","O-QGZBE2DH","P-9NRU3SVM","C-1QNWSNR4","91.38","3","merchant__bigboxretailer","643.23","2022-05-16 21:43:09","2022-05-16 21:43:09"
"R-AN50AY2H","O-O2LAW0JP","P-KYRSOO4D","C-4X1YAMY6","85.81","10","merchant__bigboxretailer","50.53","2022-05-16 21:57:07","2022-05-16 21:57:07"
"R-UCYSVUZX","O-PW4GH5YO","P-FKPTQI59","C-JV4CAZT4","48.73","3","merchant__electronics","119.89","2022-05-17 00:10:51","2022-05-17 00:10:51"
"R-WPYZRXU3","O-RQDYS0NT","P-BZG799N1","C-8UHGEMN7","686.56","8","merchant__clothing","846.56","2022-05-17 04:48:07","2022-05-17 04:48:07"
"R-JRRXO5KV","O-QNJIALS7","P-155PCQB5","C-AOE7ZHJI","177.91","2","merchant__bigboxretailer","236.76","2022-05-17 09:05:27","2022-05-17 09:05:27"
"R-MJDCVLO0","O-2Z18YX1Y","P-EHKJYGAL","C-VPWTMFXQ","2.32","5","merchant__electronics","2.5","2022-05-17 09:29:17","2022-05-17 09:29:17"
"R-854PQBCA","O-TYAAHMWA","P-KYRSOO4D","C-QCRJL2WM","20.67","4","merchant__bigboxretailer","209.16","2022-05-17 12:33:46","2022-05-17 12:33:46"
"R-778RHFH8","O-PD7PPVGY","P-YHQL78FM","C-R6QP7HQR","962.85","6","merchant__electronics","873.83","2022-05-17 14:17:54","2022-05-17 14:17:54"
"R-4E1ZVZWN","O-QNJIALS7","P-VWPB01YN","C-AOE7ZHJI","210.66","7","merchant__bigboxretailer","743.5","2022-05-17 14:59:34","2022-05-17 14:59:34"
"R-N0GT9IB6","O-VEBN74X1","P-6YXUDZDH","C-CW7LHBQZ","344.1","8","merchant__bigboxretailer","544.71","2022-05-17 15:25:42","2022-05-17 15:25:42"
"R-FQHJHIE6","O-0XM8L6A6","P-XLCOJWPX","C-6KIHX8YQ","41.02","3","merchant__bigboxretailer","626.24","2022-05-17 16:19:39","2022-05-17 16:19:39"
"R-S25S0OW7","O-VEBN74X1","P-YS3GT836","C-CW7LHBQZ","13.32","3","merchant__bigboxretailer","351.51","2022-05-17 17:46:42","2022-05-17 17:46:42"
"R-4CT5WA6N","O-UFSTOG6P","P-WJ02AIHW","C-U43IIL94","54.21","6","merchant__electronics","48.91","2022-05-17 18:32:52","2022-05-17 18:32:52"
"R-51VJ1E1E","O-IOFAMCEH","P-OZOXVVH9","C-1VVPRURK","25.84","6","merchant__electronics","655.17","2022-05-17 20:04:31","2022-05-17 20:04:31"
"R-9GKF91MT","O-B5HCFQL6","P-6YXUDZDH","C-N7DU8MMI","101.41","1","merchant__bigboxretailer","227.87","2022-05-17 21:34:21","2022-05-17 21:34:21"
"R-18TZKB68","O-B5HCFQL6","P-VOEIYK0G","C-N7DU8MMI","416.43","6","merchant__bigboxretailer","507.11","2022-05-17 21:53:17","2022-05-17 21:53:17"
"R-AKIWKHO7","O-YGNMWEBW","P-7C6SF1AO","C-IYX541VJ","567.8","5","merchant__bigboxretailer","760.71","2022-05-18 00:50:31","2022-05-18 00:50:31"
"R-W12JGQHF","O-BDVX8O62","P-FKPTQI59","C-3LO5EDXY","421.55","4","merchant__electronics","424.79","2022-05-18 11:46:56","2022-05-18 11:46:56"
"R-U37HPFS4","O-BDVX8O62","P-3QEYGQT6","C-3LO5EDXY","29.79","9","merchant__electronics","142.78","2022-05-18 12:00:43","2022-05-18 12:00:43"
"R-6GXK9HT4","O-T4G1BU9I","P-IW00QT67","C-ZAJ64INW","225.95","4","merchant__bigboxretailer","357.47","2022-05-18 12:13:33","2022-05-18 12:13:33"
"R-92X09DKP","O-O696G710","P-YS3GT836","C-WZQ4I84L","250.29","6","merchant__bigboxretailer","420.15","2022-05-18 12:32:26","2022-05-18 12:32:26"
"R-H1KQ42R8","O-B5HCFQL6","P-1DCQEQ1D","C-N7DU8MMI","79.67","1","merchant__bigboxretailer","223.98","2022-05-18 12:33:01","2022-05-18 12:33:01"
"R-RDJ82F8Y","O-PD7PPVGY","P-AOCIVY7V","C-R6QP7HQR","379.49","10","merchant__electronics","466.32","2022-05-18 12:35:17","2022-05-18 12:35:17"
"R-G6DEUTF5","O-KKHNXQDL","P-YHQL78FM","C-3QKD50SR","51.85","5","merchant__electronics","343.11","2022-05-18 12:57:41","2022-05-18 12:57:41"
"R-J91JXVHX","O-Q0HM61I2","P-FKPTQI59","C-R6QP7HQR","128.91","7","merchant__electronics","113.88","2022-05-18 13:49:08","2022-05-18 13:49:08"
"R-8BK5OQJE","O-EBY4A62Y","P-BZG799N1","C-JXE75515","163.2","7","merchant__electronics","610.33","2022-05-18 13:54:31","2022-05-18 13:54:31"
"R-BT992TYX","O-TYAAHMWA","P-RMA7V2ST","C-QCRJL2WM","356.92","5","merchant__bigboxretailer","526.99","2022-05-18 14:12:40","2022-05-18 14:12:40"
"R-AS44FXO2","O-W6ACE6AD","P-ODTOG0C1","C-9EFDMG1A","192.88","8","merchant__bigboxretailer","376.36","2022-05-18 16:08:18","2022-05-18 16:08:18"
"R-MHCOVO9F","O-TYAAHMWA","P-IATI6E7C","C-QCRJL2WM","311.59","10","merchant__bigboxretailer","483.8","2022-05-18 16:43:18","2022-05-18 16:43:18"
"R-NXNRLOHN","O-YGNMWEBW","P-6GC7XGPK","C-IYX541VJ","45.86","10","merchant__bigboxretailer","509.21","2022-05-18 17:31:58","2022-05-18 17:31:58"
"R-24KYVM36","O-BE4ICH5E","P-HNI2QR67","C-ZGTHZ5RJ","136.52","2","merchant__electronics","215.18","2022-05-18 17:37:23","2022-05-18 17:37:23"
"R-X76S3LHL","O-WSE6NI9G","P-T25G5IH5","C-GYED2FZ0","8.13","6","merchant__bigboxretailer","27.29","2022-05-18 19:23:29","2022-05-18 19:23:29"
"R-FRBZFGJ4","O-8DWLKMQH","P-HNI2QR67","C-2G2DBOYI","149.46","4","merchant__electronics","139.78","2022-05-18 20:00:22","2022-05-18 20:00:22"
"R-WNJ9GZK3","O-QGZBE2DH","P-VWPB01YN","C-1QNWSNR4","127.29","9","merchant__bigboxretailer","596.93","2022-05-18 21:56:38","2022-05-18 21:56:38"
"R-QRN94LKH","O-T6YKONPW","P-4CG2IOLF","C-QKCY63YC","167.51","7","merchant__electronics","124.53","2022-05-19 08:30:27","2022-05-19 08:30:27"
"R-74FFOB5M","O-0V7L6CFH","P-KYRSOO4D","C-2M4S0DDK","57.53","10","merchant__bigboxretailer","556.14","2022-05-19 12:46:01","2022-05-19 12:46:01"
"R-3DCCS8JK","O-FOFO7WJ7","P-QQ2OV12P","C-JC4TU1EK","229.83","4","merchant__bigboxretailer","169.4","2022-05-19 16:00:59","2022-05-19 16:00:59"
"R-WKNS5N6K","O-W6ACE6AD","P-T25G5IH5","C-9EFDMG1A","263.46","5","merchant__bigboxretailer","534.96","2022-05-19 17:22:56","2022-05-19 17:22:56"
"R-A37WNUY9","O-HG0YP0WQ","P-ZHBUWTA0","C-G6WRINED","390.44","2","merchant__electronics","456.93","2022-05-19 19:28:36","2022-05-19 19:28:36"
"R-OJQXFOWY","O-3RJ1W6RY","P-WXWJ1PQH","C-LI9VPAYW","6.4","8","merchant__electronics","589.49","2022-05-19 20:50:51","2022-05-19 20:50:51"
"R-80C7293Y","O-XQIDIOVR","P-BZG799N1","C-FE3PIGVT","347.9","9","merchant__electronics","355.5","2022-05-20 06:44:51","2022-05-20 06:44:51"
"R-Y9215OYW","O-T6YKONPW","P-ZHBUWTA0","C-QKCY63YC","5.8","2","merchant__electronics","541.46","2022-05-20 07:17:20","2022-05-20 07:17:20"
"R-CHFUY7AI","O-MX3EN83E","P-Z59F8USY","C-T685XO9O","103.56","4","merchant__electronics","446.87","2022-05-20 08:23:49","2022-05-20 08:23:49"
"R-TWO8STU0","O-TYAAHMWA","P-1RZN2MS3","C-QCRJL2WM","365.46","10","merchant__bigboxretailer","271.48","2022-05-20 09:15:08","2022-05-20 09:15:08"
"R-SVBJFGJA","O-BDVX8O62","P-XLCOJWPX","C-3LO5EDXY","470.49","10","merchant__electronics","500.15","2022-05-20 10:44:05","2022-05-20 10:44:05"
"R-IW3U5EI8","O-EBY4A62Y","P-WJ02AIHW","C-JXE75515","335.52","8","merchant__electronics","391.44","2022-05-20 11:01:19","2022-05-20 11:01:19"
"R-SFXO7INN","O-SUCDSS2S","P-YS3GT836","C-4GUXCTVI","603.85","6","merchant__bigboxretailer","528.47","2022-05-20 12:29:08","2022-05-20 12:29:08"
"R-YCJKDSNP","O-V3PLBP9M","P-6JQQCPTT","C-SPAB2F2J","392.55","2","merchant__clothing","517.96","2022-05-20 15:06:29","2022-05-20 15:06:29"
"R-5LGRY5LC","O-2Z18YX1Y","P-ZHBUWTA0","C-VPWTMFXQ","497.38","6","merchant__electronics","591.16","2022-05-20 15:18:02","2022-05-20 15:18:02"
"R-EYUKEAUU","O-0MDMUK05","P-OZOXVVH9","C-A8Y0C6TH","50.98","2","merchant__electronics","230.8","2022-05-20 16:24:39","2022-05-20 16:24:39"
"R-K6S1EQ2P","O-0MDMUK05","P-4KW88B3C","C-A8Y0C6TH","190.38","8","merchant__electronics","627.96","2022-05-20 17:29:38","2022-05-20 17:29:38"
"R-M8BJM17D","O-CLOYWPEX","P-4NZA2QGO","C-HQU4XGN2","71.08","6","merchant__electronics","368.22","2022-05-20 17:35:51","2022-05-20 17:35:51"
"R-SRKVKNTL","O-EFV4AYZG","P-9NRU3SVM","C-KQ263R1T","88.84","10","merchant__bigboxretailer","74.14","2022-05-20 19:55:16","2022-05-20 19:55:16"
"R-WNB1G4DD","O-EHI9TB3B","P-TB2IC3IY","C-LAROG55S","495.29","7","merchant__clothing","792.69","2022-05-20 19:56:02","2022-05-20 19:56:02"
"R-ZH1KDVAH","O-EFV4AYZG","P-QQ2OV12P","C-KQ263R1T","7.78","9","merchant__bigboxretailer","57.94","2022-05-20 20:20:21","2022-05-20 20:20:21"
"R-DPBPESEV","O-ZKZJIUVL","P-FIILZP9M","C-FY88NY7I","412.32","3","merchant__bigboxretailer","738.26","2022-05-20 21:07:31","2022-05-20 21:07:31"
"R-XLUSUQI0","O-PW4GH5YO","P-OZOXVVH9","C-JV4CAZT4","235.95","4","merchant__electronics","186.37","2022-05-21 09:06:09","2022-05-21 09:06:09"
"R-235KYA0F","O-UFSTOG6P","P-HNI2QR67","C-U43IIL94","215.14","5","merchant__electronics","269.75","2022-05-21 09:41:40","2022-05-21 09:41:40"
"R-U1NIB0I4","O-P1HNWYMR","P-FIILZP9M","C-ITAJ88YW","182.36","10","merchant__bigboxretailer","324.71","2022-05-21 09:45:36","2022-05-21 09:45:36"
"R-SDT1BQYF","O-QINP9EZ2","P-XLCOJWPX","C-U83SPXW0","429.77","10","merchant__electronics","454.41","2022-05-21 11:47:01","2022-05-21 11:47:01"
"R-SV16XUT9","O-963K6KIH","P-3QEYGQT6","C-5W6223SD","593.61","6","merchant__electronics","504.4","2022-05-21 13:26:16","2022-05-21 13:26:16"
"R-0ZEPIPNW","O-FQBAUCUG","P-4CG2IOLF","C-6VPE87G2","53.07","5","merchant__electronics","229.98","2022-05-21 15:40:43","2022-05-21 15:40:43"
"R-K129P6AA","O-99AKSKKB","P-HNI2QR67","C-NRBU3CCG","13.7","8","merchant__bigboxretailer","15.02","2022-05-21 18:13:18","2022-05-21 18:13:18"
"R-G3VQVONZ","O-T6YKONPW","P-FKPTQI59","C-QKCY63YC","767.91","5","merchant__electronics","476.65","2022-05-21 19:09:52","2022-05-21 19:09:52"
"R-8NN3LHCE","O-DZA9EULN","P-155PCQB5","C-F54FLULL","192.27","7","merchant__bigboxretailer","396.13","2022-05-21 19:18:09","2022-05-21 19:18:09"
"R-8R1LFYWR","O-SUCDSS2S","P-MC5L29EJ","C-4GUXCTVI","77.45","6","merchant__bigboxretailer","378.16","2022-05-21 19:20:44","2022-05-21 19:20:44"
"R-75K8Z6P4","O-TYAAHMWA","P-CF5SF6B1","C-QCRJL2WM","51.9","6","merchant__bigboxretailer","155.39","2022-05-21 19:34:30","2022-05-21 19:34:30"
"R-K57D2WNW","O-0V7L6CFH","P-3QEYGQT6","C-2M4S0DDK","210.82","7","merchant__bigboxretailer","353.92","2022-05-21 21:11:55","2022-05-21 21:11:55"
"R-8QT8NA1W","O-UFSTOG6P","P-Z59F8USY","C-U43IIL94","5.55","3","merchant__electronics","380.93","2022-05-21 21:18:04","2022-05-21 21:18:04"
"R-KUJJZXZP","O-UFSTOG6P","P-YHQL78FM","C-U43IIL94","124.89","2","merchant__electronics","330.1","2022-05-21 21:20:47","2022-05-21 21:20:47"
"R-WT1NCSMK","O-T6YKONPW","P-3QEYGQT6","C-QKCY63YC","18.89","1","merchant__electronics","44.68","2022-05-21 21:39:49","2022-05-21 21:39:49"
"R-23NE2OM9","O-F3HEHXW3","P-Z59F8USY","C-V7AY898B","693.23","3","merchant__electronics","512.6","2022-05-21 22:54:03","2022-05-21 22:54:03"
"R-36RKC2JS","O-EFJF2Q5I","P-I1EK2RA1","C-3ESQSGTW","627.88","7","merchant__clothing","606.03","2022-05-22 02:42:56","2022-05-22 02:42:56"
"R-Z51UI0YT","O-QINP9EZ2","P-3QEYGQT6","C-U83SPXW0","284.87","1","merchant__electronics","322.79","2022-05-22 09:51:19","2022-05-22 09:51:19"
"R-DA46Q9NV","O-5BAET9FL","P-OZOXVVH9","C-G4MLAH25","30.57","9","merchant__bigboxretailer","79.38","2022-05-22 12:09:57","2022-05-22 12:09:57"
"R-JV53TJ42","O-YX67FHUZ","P-MPQ6WXMT","C-L4GLISDX","217.82","5","merchant__electronics","494.33","2022-05-22 13:01:38","2022-05-22 13:01:38"
"R-6HCW8BSY","O-B5HCFQL6","P-1RZN2MS3","C-N7DU8MMI","157.32","4","merchant__bigboxretailer","181.44","2022-05-22 14:09:45","2022-05-22 14:09:45"
"R-90OWZKNF","O-PZVUHROM","P-WXWJ1PQH","C-7NIBBX4B","601.21","9","merchant__electronics","554.26","2022-05-22 14:59:18","2022-05-22 14:59:18"
"R-MGXA9N70","O-T6YKONPW","P-QCFV8W45","C-QKCY63YC","443.49","5","merchant__electronics","247.16","2022-05-22 15:49:38","2022-05-22 15:49:38"
"R-EP131XQQ","O-7GCUPJLI","P-Z59F8USY","C-80XY0C4R","477.23","6","merchant__electronics","393.18","2022-05-22 16:07:25","2022-05-22 16:07:25"
"R-F0P3S12D","O-F0NFIGKN","P-KODMDODH","C-W316ESLI","52.37","9","merchant__electronics","335.34","2022-05-22 19:42:50","2022-05-22 19:42:50"
"R-D32UP8F9","O-7IU3FNWO","P-4CG2IOLF","C-8004G960","12.05","2","merchant__electronics","376.17","2022-05-22 19:51:47","2022-05-22 19:51:47"
"R-GZ74XRNN","O-0X0ETJRH","P-YS3GT836","C-MLM48Z9E","152.76","3","merchant__bigboxretailer","311.67","2022-05-22 21:13:08","2022-05-22 21:13:08"
"R-SEY1TEZD","O-6FLV9GRS","P-BZG799N1","C-IK3P7M34","685.14","10","merchant__electronics","531.25","2022-05-22 21:45:50","2022-05-22 21:45:50"
"R-SCDC7GKW","O-KFXBE8RK","P-FKPTQI59","C-IABOFQK3","58.01","4","merchant__electronics","41.86","2022-05-22 22:39:37","2022-05-22 22:39:37"
"R-84Y8L0UX","O-0MDMUK05","P-KODMDODH","C-A8Y0C6TH","102.21","7","merchant__electronics","372.44","2022-05-23 09:00:36","2022-05-23 09:00:36"
"R-GY98GF3B","O-T4G1BU9I","P-HNI2QR67","C-ZAJ64INW","20.89","3","merchant__bigboxretailer","30.14","2022-05-23 09:13:52","2022-05-23 09:13:52"
"R-20OKA46X","O-Y2G0GHVU","P-FKPTQI59","C-9INF92T1","7.49","9","merchant__electronics","121.01","2022-05-23 13:06:13","2022-05-23 13:06:13"
"R-Z5U084V8","O-5BAET9FL","P-WH20NQO6","C-G4MLAH25","6.87","7","merchant__bigboxretailer","105.68","2022-05-23 13:11:48","2022-05-23 13:11:48"
"R-AVXTTRQX","O-0WZNE6AV","P-ZHBUWTA0","C-QNUXS0H8","50.68","3","merchant__electronics","74.43","2022-05-23 15:40:02","2022-05-23 15:40:02"
"R-KVMQLTZA","O-1WGESY0B","P-ZAU2W3Z9","C-RBHBD28T","231.82","1","merchant__bigboxretailer","594.34","2022-05-23 18:54:12","2022-05-23 18:54:12"
"R-DWVUBWGT","O-T4G1BU9I","P-V8JCV0J1","C-ZAJ64INW","27.61","7","merchant__bigboxretailer","125.67","2022-05-23 19:57:14","2022-05-23 19:57:14"
"R-C0BWXGCD","O-LK22EDGT","P-4CG2IOLF","C-SN0WF00C","848.99","3","merchant__bigboxretailer","948.09","2022-05-23 20:29:54","2022-05-23 20:29:54"
"R-4KI9J17T","O-ND6CMVRM","P-6GC7XGPK","C-GOF9GR4L","553.61","8","merchant__electronics","651.07","2022-05-23 21:32:33","2022-05-23 21:32:33"
"R-0OMYVHC7","O-QINP9EZ2","P-BZG799N1","C-U83SPXW0","126.6","9","merchant__electronics","133.61","2022-05-23 22:03:26","2022-05-23 22:03:26"
"R-WS1ER1SO","O-8DV61VMJ","P-BZG799N1","C-UVVF26Y5","369.91","3","merchant__clothing","447.85","2022-05-24 00:04:05","2022-05-24 00:04:05"
"R-ATOCLBO5","O-MRH1REDR","P-IW00QT67","C-00PNF0HE","278.68","1","merchant__bigboxretailer","550.79","2022-05-24 10:14:12","2022-05-24 10:14:12"
"R-YHZ5E6BE","O-98SA56LS","P-TLNTAS8N","C-3R7R5GVU","81.33","5","merchant__electronics","92.15","2022-05-24 11:12:00","2022-05-24 11:12:00"
"R-GTVM1676","O-8NL5GNPT","P-JFNWQIFR","C-K63ZV0OA","590.4","9","merchant__bigboxretailer","510.1","2022-05-24 11:37:32","2022-05-24 11:37:32"
"R-N2UKNV80","O-MRH0IEXY","P-WXWJ1PQH","C-V06WIOEF","908.59","5","merchant__clothing","968.3","2022-05-24 12:20:28","2022-05-24 12:20:28"
"R-IPYNVJ0W","O-6FLV9GRS","P-KODMDODH","C-IK3P7M34","68.42","10","merchant__electronics","135.42","2022-05-24 12:52:55","2022-05-24 12:52:55"
"R-PC0YAJV6","O-LFCE4KWO","P-YS3GT836","C-FY88NY7I","548.61","7","merchant__bigboxretailer","710.31","2022-05-24 12:59:22","2022-05-24 12:59:22"
"R-H98FVVDZ","O-ITR58GXP","P-TLNTAS8N","C-LFPW3VWG","224.12","10","merchant__electronics","304.87","2022-05-24 15:51:45","2022-05-24 15:51:45"
"R-WHVEBIPQ","O-FQBAUCUG","P-MPQ6WXMT","C-6VPE87G2","42.98","7","merchant__electronics","210.9","2022-05-24 17:40:19","2022-05-24 17:40:19"
"R-Z9R91Z4A","O-DCWGS1OY","P-UUC7BMGK","C-NP9TIUX6","555.83","2","merchant__clothing","314.3","2022-05-24 18:18:51","2022-05-24 18:18:51"
"R-YGTXEQYO","O-MRH0IEXY","P-2LT415KA","C-V06WIOEF","152.52","8","merchant__clothing","385.77","2022-05-24 18:44:15","2022-05-24 18:44:15"
"R-SA17L1SC","O-SUCDSS2S","P-Z1MH6RU4","C-4GUXCTVI","309.65","2","merchant__bigboxretailer","985.67","2022-05-24 18:57:41","2022-05-24 18:57:41"
"R-MMNNVK2I","O-B79X70AP","P-OZOXVVH9","C-GGZSWY8E","117.97","6","merchant__bigboxretailer","87.34","2022-05-24 21:01:00","2022-05-24 21:01:00"
"R-C82GA09R","O-L8S7G9XA","P-ZAU2W3Z9","C-LT33GFM6","406.68","8","merchant__bigboxretailer","444.78","2022-05-24 21:47:34","2022-05-24 21:47:34"
"R-SEKF5ZIJ","O-0V7L6CFH","P-QQ2OV12P","C-2M4S0DDK","102.93","8","merchant__bigboxretailer","127.91","2022-05-24 21:57:28","2022-05-24 21:57:28"
"R-O1AW11Q1","O-ZJLQQPIF","P-HJCBVCZ4","C-EKQ6DNYN","265.67","1","merchant__clothing","329.94","2022-05-25 06:15:20","2022-05-25 06:15:20"
"R-F6G18H5H","O-9OJDETVJ","P-MC5L29EJ","C-Q3O2BJ6A","562.39","6","merchant__clothing","606.99","2022-05-25 08:28:04","2022-05-25 08:28:04"
"R-IZKZ6LOA","O-0V7L6CFH","P-YHQL78FM","C-2M4S0DDK","200.24","4","merchant__bigboxretailer","254.58","2022-05-25 09:05:45","2022-05-25 09:05:45"
